symbol,event_date,event,direction,role
AGO,2025-03-03,SC,NA,IGNORE
AGO,2025-03-07,AR,NA,IGNORE
AGOX,2024-06-10,BC,DOWN,ENTRY
AGOX,2024-08-15,SOS,UP,ENTRY
AGOX,2025-04-07,SC,NA,IGNORE
AGOX,2025-04-08,AR,NA,IGNORE
AGRH,2025-07-29,SC,NA,IGNORE
AGRH,2025-11-03,BC,DOWN,ENTRY
AGRH,2025-11-28,SOS,UP,ENTRY
AGRO,2024-04-09,SOS,UP,ENTRY
AGRO,2025-02-18,BC,DOWN,ENTRY
AGX,2024-03-06,SOW,DOWN,ENTRY
AGX,2025-06-20,SPRING,UP,ENTRY
AGX,2025-09-05,SC,NA,IGNORE
AGX,2025-09-09,AR,NA,IGNORE
AGX,2025-11-12,SOS,UP,ENTRY
AGX,2025-12-05,BC,DOWN,ENTRY
AGYS,2024-03-21,SOW,DOWN,ENTRY
AGYS,2024-05-14,SPRING,UP,ENTRY
AGYS,2025-07-22,SC,NA,IGNORE
AGYS,2025-07-23,AR,NA,IGNORE
AGYS,2025-10-28,BC,DOWN,ENTRY
AHCO,2024-02-27,SPRING,UP,ENTRY
AHCO,2024-03-07,SOS,UP,ENTRY
AHCO,2024-08-06,SOW,DOWN,ENTRY
AHCO,2025-02-25,SC,NA,IGNORE
AHCO,2025-02-26,AR,NA,IGNORE
AHCO,2025-11-04,BC,DOWN,ENTRY
AHG,2024-05-23,SOS,UP,ENTRY
AHG,2024-11-14,BC,DOWN,ENTRY
AHH,2025-04-09,SPRING,UP,ENTRY
AHH,2025-11-06,SOW,DOWN,ENTRY
AHH,2025-11-25,SC,NA,IGNORE
AHH,2025-11-26,AR,NA,IGNORE
AHLT,2024-04-04,SOS,UP,ENTRY
AHLT,2024-12-19,BC,DOWN,ENTRY
AHR,2025-11-07,BC,DOWN,ENTRY
AHT,2024-10-28,SOS,UP,ENTRY
AHT,2025-12-10,BC,DOWN,ENTRY
AHYB,2025-04-09,SC,NA,IGNORE
AHYB,2025-07-02,BC,DOWN,ENTRY
AHYB,2025-09-10,SOS,UP,ENTRY
AI,2024-12-10,BC,DOWN,ENTRY
AI,2025-08-11,SC,NA,IGNORE
AI,2025-08-13,AR,NA,IGNORE
AI,2025-12-03,SPRING,UP,ENTRY
AIA,2025-10-01,BC,DOWN,ENTRY
AIBD,2024-07-17,SOS,UP,ENTRY
AIBD,2024-09-03,SC,NA,IGNORE
AIBD,2024-09-17,AR,NA,IGNORE
AIBD,2024-10-30,SOW,DOWN,ENTRY
AIBD,2025-04-03,SPRING,UP,ENTRY
AIBD,2025-11-20,BC,DOWN,ENTRY
AIEQ,2025-04-07,SC,NA,IGNORE
AIEQ,2025-04-09,AR,NA,IGNORE
AIFD,2024-08-05,SOW,DOWN,ENTRY
AIFD,2025-03-04,SC,NA,IGNORE
AIFD,2025-03-07,AR,NA,IGNORE
AIFF,2025-02-12,BC,DOWN,ENTRY
AIG,2024-02-01,SPRING,UP,ENTRY
AIG,2024-12-20,SC,NA,IGNORE
AIG,2025-01-14,AR,NA,IGNORE
AIG,2025-12-10,BC,DOWN,ENTRY
AIHS,2025-06-10,BC,DOWN,ENTRY
AIHS,2025-07-29,SOS,UP,ENTRY
AIM,2024-09-20,SC,NA,IGNORE
AIM,2025-06-17,SOS,UP,ENTRY
AIM,2025-09-25,BC,DOWN,ENTRY
AIMD,2024-03-08,SOS,UP,ENTRY
AIMD,2024-09-25,SC,NA,IGNORE
AIMD,2024-10-02,AR,NA,IGNORE
AIMD,2024-12-18,SOW,DOWN,ENTRY
AIMD,2025-05-28,BC,DOWN,ENTRY
AIN,2024-02-27,SOS,UP,ENTRY
AIN,2025-10-28,BC,DOWN,ENTRY
AIN,2025-11-05,SC,NA,IGNORE
AIN,2025-11-25,AR,NA,IGNORE
AIOT,2024-11-13,SOS,UP,ENTRY
AIOT,2025-09-05,BC,DOWN,ENTRY
AIP,2024-02-06,SPRING,UP,ENTRY
AIP,2024-05-02,SOW,DOWN,ENTRY
AIP,2024-11-05,SC,NA,IGNORE
AIP,2024-11-06,AR,NA,IGNORE
AIP,2025-01-02,BC,DOWN,ENTRY
AIP,2025-08-05,SOS,UP,ENTRY
AIQ,2025-04-07,SC,NA,IGNORE
AIQ,2025-04-09,AR,NA,IGNORE
AIR,2025-09-24,BC,DOWN,ENTRY
AIRE,2024-02-26,SOS,UP,ENTRY
AIRE,2024-04-24,SPRING,UP,ENTRY
AIRE,2024-11-12,SC,NA,IGNORE
AIRE,2024-11-20,AR,NA,IGNORE
AIRE,2025-06-13,SOW,DOWN,ENTRY
AIRE,2025-07-21,BC,DOWN,ENTRY
AIRG,2025-11-14,SC,NA,IGNORE
AIRG,2025-11-17,AR,NA,IGNORE
AIRI,2024-02-28,SOS,UP,ENTRY
AIRI,2025-12-23,BC,DOWN,ENTRY
AIRJ,2024-05-21,SOS,UP,ENTRY
AIRJ,2025-10-15,BC,DOWN,ENTRY
AIRR,2024-02-07,SPRING,UP,ENTRY
AIRR,2025-04-04,SC,NA,IGNORE
AIRR,2025-04-07,AR,NA,IGNORE
AIRR,2025-08-12,BC,DOWN,ENTRY
AIRR,2025-09-17,SOS,UP,ENTRY
AIRS,2024-05-22,SOW,DOWN,ENTRY
AIRS,2024-05-23,SPRING,UP,ENTRY
AIRS,2025-01-13,SC,NA,IGNORE
AIRS,2025-02-04,AR,NA,IGNORE
AIRS,2025-11-05,BC,DOWN,ENTRY
AIRT,2024-07-19,BC,DOWN,ENTRY
AISP,2024-03-05,SPRING,UP,ENTRY
AISP,2024-03-13,SOS,UP,ENTRY
AISP,2024-06-11,SC,NA,IGNORE
AISP,2024-06-18,AR,NA,IGNORE
AISP,2024-08-16,SOW,DOWN,ENTRY
AISP,2025-10-06,BC,DOWN,ENTRY
AIT,2024-11-06,BC,DOWN,ENTRY
AIV,2024-03-01,SOW,DOWN,ENTRY
AIV,2024-04-08,SPRING,UP,ENTRY
AIV,2024-11-08,SC,NA,IGNORE
AIV,2024-11-18,AR,NA,IGNORE
AIV,2025-12-23,BC,DOWN,ENTRY
AIVC,2025-08-28,BC,DOWN,ENTRY
AIVC,2025-09-19,SOS,UP,ENTRY
AIVI,2024-09-23,BC,DOWN,ENTRY
AIVL,2024-09-11,BC,DOWN,ENTRY
AIVL,2024-11-14,SOS,UP,ENTRY
AIVL,2025-04-09,SC,NA,IGNORE
AIXI,2024-02-27,SOS,UP,ENTRY
AIXI,2024-08-19,SPRING,UP,ENTRY
AIXI,2024-08-20,SC,NA,IGNORE
AIXI,2024-08-21,AR,NA,IGNORE
AIXI,2025-08-26,BC,DOWN,ENTRY
AIZ,2024-12-10,SOS,UP,ENTRY
AIZ,2025-08-06,BC,DOWN,ENTRY
AJAN,2024-04-01,SOW,DOWN,ENTRY
AJAN,2024-12-03,BC,DOWN,ENTRY
AJAN,2025-04-09,SC,NA,IGNORE
AJAN,2025-04-14,AR,NA,IGNORE
AJAN,2025-07-18,SOS,UP,ENTRY
AJG,2024-02-14,SPRING,UP,ENTRY
AJG,2024-04-15,SOW,DOWN,ENTRY
AJG,2025-10-31,SC,NA,IGNORE
AJG,2025-11-04,AR,NA,IGNORE
AKA,2024-01-29,SPRING,UP,ENTRY
AKA,2024-05-01,SOS,UP,ENTRY
AKA,2025-10-13,SC,NA,IGNORE
AKA,2025-10-14,BC,DOWN,ENTRY
AKA,2025-10-14,AR,NA,IGNORE
AKAM,2024-05-02,SOS,UP,ENTRY
AKAM,2025-04-08,SOW,DOWN,ENTRY
AKAM,2025-08-07,SC,NA,IGNORE
AKAM,2025-08-11,AR,NA,IGNORE
AKAM,2025-11-10,BC,DOWN,ENTRY
AKAN,2024-03-28,SOW,DOWN,ENTRY
AKAN,2024-05-23,SOS,UP,ENTRY
AKAN,2025-04-09,SPRING,UP,ENTRY
AKAN,2025-06-25,BC,DOWN,ENTRY
AKAN,2025-07-29,SC,NA,IGNORE
AKAN,2025-08-07,AR,NA,IGNORE
AKBA,2024-02-26,SPRING,UP,ENTRY
AKBA,2024-07-11,SOW,DOWN,ENTRY
AKBA,2025-03-13,SC,NA,IGNORE
AKBA,2025-03-14,AR,NA,IGNORE
AKBA,2025-06-10,BC,DOWN,ENTRY
AKO.A,2025-10-29,BC,DOWN,ENTRY
AKO.B,2024-01-30,SPRING,UP,ENTRY
AKO.B,2024-03-01,BC,DOWN,ENTRY
AKO.B,2024-05-02,SOS,UP,ENTRY
AKO.B,2024-09-05,SC,NA,IGNORE
AKO.B,2024-09-16,AR,NA,IGNORE
AKTX,2024-04-01,SOS,UP,ENTRY
AKTX,2025-09-02,SPRING,UP,ENTRY
AKTX,2025-09-17,SC,NA,IGNORE
AKTX,2025-09-18,AR,NA,IGNORE
AKTX,2025-09-24,BC,DOWN,ENTRY
AKTX,2025-12-02,SOW,DOWN,ENTRY
AL,2024-03-05,BC,DOWN,ENTRY
AL,2024-03-05,SOW,DOWN,ENTRY
AL,2025-05-05,SPRING,UP,ENTRY
AL,2025-08-05,SC,NA,IGNORE
AL,2025-08-12,AR,NA,IGNORE
ALAB,2024-08-05,SC,NA,IGNORE
ALAB,2024-08-08,AR,NA,IGNORE
ALAB,2025-08-06,BC,DOWN,ENTRY
ALAB,2025-09-08,SOS,UP,ENTRY
ALAR,2024-02-26,SOS,UP,ENTRY
ALAR,2025-06-09,BC,DOWN,ENTRY
ALB,2024-03-05,SOS,UP,ENTRY
ALB,2025-04-09,SC,NA,IGNORE
ALB,2025-05-01,AR,NA,IGNORE
ALB,2025-07-08,BC,DOWN,ENTRY
ALBT,2024-02-28,SOW,DOWN,ENTRY
ALBT,2024-06-03,BC,DOWN,ENTRY
ALBT,2024-06-03,SPRING,UP,ENTRY
ALBT,2024-10-28,SOS,UP,ENTRY
ALBT,2025-12-09,SC,NA,IGNORE
ALBT,2025-12-18,AR,NA,IGNORE
ALC,2024-07-12,SOS,UP,ENTRY
ALC,2025-04-09,BC,DOWN,ENTRY
ALCO,2024-10-10,SC,NA,IGNORE
ALCO,2024-11-05,AR,NA,IGNORE
ALCO,2025-01-06,SOS,UP,ENTRY
ALCO,2025-04-04,BC,DOWN,ENTRY
ALDX,2024-06-20,SC,NA,IGNORE
ALDX,2024-07-09,AR,NA,IGNORE
ALDX,2024-09-04,SOS,UP,ENTRY
ALDX,2025-06-11,SOW,DOWN,ENTRY
ALDX,2025-12-16,BC,DOWN,ENTRY
ALEC,2024-03-04,SOS,UP,ENTRY
ALEC,2025-08-08,BC,DOWN,ENTRY
ALEX,2025-04-09,SC,NA,IGNORE
ALEX,2025-04-28,AR,NA,IGNORE
ALG,2024-04-01,SOS,UP,ENTRY
ALG,2024-11-01,BC,DOWN,ENTRY
ALG,2025-11-07,SC,NA,IGNORE
ALG,2025-11-21,AR,NA,IGNORE
ALGM,2024-03-04,SOS,UP,ENTRY
ALGM,2024-05-09,SC,NA,IGNORE
ALGM,2024-05-13,AR,NA,IGNORE
ALGM,2024-08-08,SOW,DOWN,ENTRY
ALGM,2025-01-30,BC,DOWN,ENTRY
ALGM,2025-01-30,SPRING,UP,ENTRY
ALGN,2025-04-04,SC,NA,IGNORE
ALGN,2025-04-09,AR,NA,IGNORE
ALGN,2025-07-31,SOW,DOWN,ENTRY
ALGN,2025-11-21,SPRING,UP,ENTRY
ALGS,2024-08-19,SOS,UP,ENTRY
ALGS,2025-12-12,BC,DOWN,ENTRY
ALGT,2024-11-06,SOS,UP,ENTRY
ALGT,2025-08-05,SC,NA,IGNORE
ALGT,2025-08-12,AR,NA,IGNORE
ALGT,2025-11-05,BC,DOWN,ENTRY
ALHC,2024-02-28,SOW,DOWN,ENTRY
ALHC,2024-10-30,SPRING,UP,ENTRY
ALHC,2025-07-30,SC,NA,IGNORE
ALHC,2025-07-31,AR,NA,IGNORE
ALHC,2025-11-25,BC,DOWN,ENTRY
ALIT,2024-03-20,BC,DOWN,ENTRY
ALIT,2025-04-09,SC,NA,IGNORE
ALK,2024-12-06,SOS,UP,ENTRY
ALK,2025-12-04,BC,DOWN,ENTRY
ALKS,2025-10-28,BC,DOWN,ENTRY
ALKS,2025-11-12,SC,NA,IGNORE
ALKT,2024-10-21,BC,DOWN,ENTRY
ALKT,2025-02-28,SC,NA,IGNORE
ALL,2025-07-31,BC,DOWN,ENTRY
ALL,2025-11-17,SOS,UP,ENTRY
ALLE,2024-11-06,SC,NA,IGNORE
ALLE,2025-07-24,BC,DOWN,ENTRY
ALLO,2024-02-27,SOS,UP,ENTRY
ALLO,2025-07-23,BC,DOWN,ENTRY
ALLR,2024-04-09,SOS,UP,ENTRY
ALLR,2025-07-23,BC,DOWN,ENTRY
ALLT,2025-05-13,BC,DOWN,ENTRY
ALLT,2025-07-09,SOS,UP,ENTRY
ALLY,2024-04-18,SPRING,UP,ENTRY
ALLY,2024-07-17,BC,DOWN,ENTRY
ALLY,2024-09-10,SOW,DOWN,ENTRY
ALLY,2025-09-25,SC,NA,IGNORE
ALLY,2025-10-06,AR,NA,IGNORE
ALMS,2025-02-07,SC,NA,IGNORE
ALMS,2025-12-05,BC,DOWN,ENTRY
ALNT,2025-04-09,SC,NA,IGNORE
ALNT,2025-10-23,SOS,UP,ENTRY
ALNT,2025-11-06,BC,DOWN,ENTRY
ALNY,2025-09-09,BC,DOWN,ENTRY
ALOT,2024-03-04,SOS,UP,ENTRY
ALOT,2024-06-10,SC,NA,IGNORE
ALOT,2024-06-13,AR,NA,IGNORE
ALOT,2024-06-17,SOW,DOWN,ENTRY
ALOT,2025-06-30,BC,DOWN,ENTRY
ALRM,2024-04-15,SOS,UP,ENTRY
ALRM,2025-04-07,SC,NA,IGNORE
ALRM,2025-04-09,AR,NA,IGNORE
ALRM,2025-11-24,BC,DOWN,ENTRY
ALRS,2025-12-10,BC,DOWN,ENTRY
ALSN,2024-02-29,SPRING,UP,ENTRY
ALSN,2024-04-26,SOW,DOWN,ENTRY
ALSN,2024-10-30,BC,DOWN,ENTRY
ALSN,2025-10-30,SC,NA,IGNORE
ALSN,2025-11-05,AR,NA,IGNORE
ALT,2024-02-26,SOS,UP,ENTRY
ALT,2025-06-26,SC,NA,IGNORE
ALT,2025-06-30,AR,NA,IGNORE
ALT,2025-12-08,BC,DOWN,ENTRY
ALTG,2024-02-29,SOS,UP,ENTRY
ALTG,2025-07-08,BC,DOWN,ENTRY
ALTI,2025-12-10,BC,DOWN,ENTRY
ALTO,2024-03-12,SC,NA,IGNORE
ALTO,2024-03-12,SOS,UP,ENTRY
ALTO,2024-03-28,AR,NA,IGNORE
ALTO,2024-05-07,SOW,DOWN,ENTRY
ALTO,2024-11-01,SPRING,UP,ENTRY
ALTO,2025-09-18,BC,DOWN,ENTRY
ALTS,2025-05-29,SOS,UP,ENTRY
ALTS,2025-08-07,BC,DOWN,ENTRY
ALTY,2025-04-09,SC,NA,IGNORE
ALVO,2025-04-09,SPRING,UP,ENTRY
ALVO,2025-08-14,SC,NA,IGNORE
ALVO,2025-08-18,BC,DOWN,ENTRY
ALVO,2025-08-18,AR,NA,IGNORE
ALVO,2025-11-03,SOW,DOWN,ENTRY
ALX,2024-07-26,BC,DOWN,ENTRY
ALX,2024-09-27,SOS,UP,ENTRY
ALXO,2024-02-26,SOS,UP,ENTRY
ALXO,2024-10-23,SC,NA,IGNORE
ALXO,2025-08-18,BC,DOWN,ENTRY
ALZN,2024-07-16,SOS,UP,ENTRY
ALZN,2025-10-30,BC,DOWN,ENTRY
AM,2024-03-11,SOW,DOWN,ENTRY
AM,2024-08-15,SPRING,UP,ENTRY
AM,2024-12-20,SC,NA,IGNORE
AM,2025-01-13,AR,NA,IGNORE
AM,2025-07-31,BC,DOWN,ENTRY
AM,2025-10-02,SOS,UP,ENTRY
AMAL,2024-11-06,BC,DOWN,ENTRY
AMAT,2024-07-11,SOS,UP,ENTRY
AMAT,2025-04-07,SC,NA,IGNORE
AMAT,2025-04-09,AR,NA,IGNORE
AMAT,2025-11-14,BC,DOWN,ENTRY
AMAX,2024-04-03,SOS,UP,ENTRY
AMAX,2024-04-08,BC,DOWN,ENTRY
AMAX,2024-08-05,SOW,DOWN,ENTRY
AMAX,2024-12-20,SC,NA,IGNORE
AMAX,2025-01-14,AR,NA,IGNORE
AMBA,2024-11-27,SOS,UP,ENTRY
AMBA,2025-06-24,BC,DOWN,ENTRY
AMBO,2025-10-09,BC,DOWN,ENTRY
AMBP,2024-04-25,SOS,UP,ENTRY
AMBP,2025-04-24,BC,DOWN,ENTRY
AMBP,2025-07-28,SC,NA,IGNORE
AMC,2024-02-29,SOS,UP,ENTRY
AMC,2025-09-19,BC,DOWN,ENTRY
AMCR,2024-08-16,BC,DOWN,ENTRY
AMCX,2024-04-18,SOS,UP,ENTRY
AMCX,2025-05-09,BC,DOWN,ENTRY
AMD,2025-04-08,SOW,DOWN,ENTRY
AMD,2025-04-09,SC,NA,IGNORE
AMD,2025-05-07,AR,NA,IGNORE
AMD,2025-10-08,BC,DOWN,ENTRY
AMDL,2024-05-23,SOS,UP,ENTRY
AMDL,2025-07-16,BC,DOWN,ENTRY
AME,2025-04-07,SPRING,UP,ENTRY
AME,2025-04-09,SC,NA,IGNORE
AME,2025-04-11,AR,NA,IGNORE
AME,2025-10-31,BC,DOWN,ENTRY
AMG,2024-02-01,SPRING,UP,ENTRY
AMG,2024-06-17,SOW,DOWN,ENTRY
AMG,2025-03-11,SC,NA,IGNORE
AMG,2025-03-14,AR,NA,IGNORE
AMG,2025-11-03,BC,DOWN,ENTRY
AMG,2025-12-02,SOS,UP,ENTRY
AMGN,2024-07-25,SOS,UP,ENTRY
AMGN,2024-11-26,SC,NA,IGNORE
AMGN,2025-11-05,BC,DOWN,ENTRY
AMH,2024-08-02,SOS,UP,ENTRY
AMH,2025-02-27,BC,DOWN,ENTRY
AMID,2024-03-14,SOS,UP,ENTRY
AMID,2025-04-09,BC,DOWN,ENTRY
AMIX,2024-05-07,SOS,UP,ENTRY
AMIX,2024-07-03,SOW,DOWN,ENTRY
AMIX,2024-07-15,SC,NA,IGNORE
AMIX,2024-07-17,AR,NA,IGNORE
AMIX,2025-06-27,BC,DOWN,ENTRY
AMKR,2024-06-18,SOS,UP,ENTRY
AMKR,2024-10-29,SC,NA,IGNORE
AMKR,2025-11-03,BC,DOWN,ENTRY
AMLP,2024-02-08,SPRING,UP,ENTRY
AMLP,2025-01-14,BC,DOWN,ENTRY
AMLP,2025-04-07,SC,NA,IGNORE
AMLP,2025-04-09,AR,NA,IGNORE
AMLX,2025-09-10,BC,DOWN,ENTRY
AMLX,2025-09-26,SOS,UP,ENTRY
AMN,2024-05-13,BC,DOWN,ENTRY
AMN,2024-07-30,SOS,UP,ENTRY
AMN,2025-08-08,SC,NA,IGNORE
AMN,2025-08-12,AR,NA,IGNORE
AMOM,2024-08-05,SC,NA,IGNORE
AMOM,2024-08-06,AR,NA,IGNORE
AMOM,2025-04-07,SOW,DOWN,ENTRY
AMP,2024-04-04,SOW,DOWN,ENTRY
AMP,2024-10-24,SPRING,UP,ENTRY
AMP,2024-11-06,BC,DOWN,ENTRY
AMP,2025-01-28,SOS,UP,ENTRY
AMP,2025-07-24,SC,NA,IGNORE
AMP,2025-07-25,AR,NA,IGNORE
AMPG,2024-05-29,SOW,DOWN,ENTRY
AMPG,2024-12-24,SOS,UP,ENTRY
AMPG,2025-04-16,SC,NA,IGNORE
AMPG,2025-04-22,AR,NA,IGNORE
AMPG,2025-07-24,BC,DOWN,ENTRY
AMPH,2024-02-29,SOS,UP,ENTRY
AMPH,2025-08-12,BC,DOWN,ENTRY
AMPL,2025-01-28,SOS,UP,ENTRY
AMPL,2025-05-08,BC,DOWN,ENTRY
AMPX,2024-09-05,SOW,DOWN,ENTRY
AMPX,2024-09-23,SC,NA,IGNORE
AMPX,2024-09-27,AR,NA,IGNORE
AMPX,2025-09-17,BC,DOWN,ENTRY
AMPX,2025-10-07,SOS,UP,ENTRY
AMPY,2024-05-09,SOS,UP,ENTRY
AMPY,2025-03-06,SC,NA,IGNORE
AMPY,2025-03-10,AR,NA,IGNORE
AMPY,2025-04-04,SOW,DOWN,ENTRY
AMPY,2025-07-22,SPRING,UP,ENTRY
AMPY,2025-09-25,BC,DOWN,ENTRY
AMR,2024-02-26,SOS,UP,ENTRY
AMR,2025-01-13,SC,NA,IGNORE
AMR,2025-11-06,BC,DOWN,ENTRY
AMRC,2024-05-08,SOS,UP,ENTRY
AMRC,2024-11-06,SC,NA,IGNORE
AMRC,2025-08-05,BC,DOWN,ENTRY
AMRN,2024-06-11,SC,NA,IGNORE
AMRN,2024-06-25,AR,NA,IGNORE
AMRN,2024-08-05,SPRING,UP,ENTRY
AMRN,2024-09-30,SOW,DOWN,ENTRY
AMRN,2025-10-03,BC,DOWN,ENTRY
AMRX,2024-02-27,SOW,DOWN,ENTRY
AMRX,2024-08-08,SPRING,UP,ENTRY
AMRX,2024-10-01,SOS,UP,ENTRY
AMRX,2025-02-26,SC,NA,IGNORE
AMRX,2025-02-28,AR,NA,IGNORE
AMRX,2025-05-02,BC,DOWN,ENTRY
AMS,2024-04-25,SOS,UP,ENTRY
AMS,2025-09-25,BC,DOWN,ENTRY
AMSC,2025-07-31,BC,DOWN,ENTRY
AMSC,2025-09-17,SOS,UP,ENTRY
AMST,2024-04-24,SOS,UP,ENTRY
AMST,2025-12-19,BC,DOWN,ENTRY
AMT,2024-02-27,SOS,UP,ENTRY
AMT,2024-04-30,SOW,DOWN,ENTRY
AMT,2024-05-01,SPRING,UP,ENTRY
AMT,2025-10-28,SC,NA,IGNORE
AMT,2025-11-10,AR,NA,IGNORE
AMT,2025-12-08,BC,DOWN,ENTRY
AMTB,2024-06-28,BC,DOWN,ENTRY
AMTB,2025-04-04,SC,NA,IGNORE
AMTB,2025-04-07,AR,NA,IGNORE
AMTB,2025-10-28,SPRING,UP,ENTRY
AMTD,2024-04-08,SOS,UP,ENTRY
AMTD,2024-08-15,SPRING,UP,ENTRY
AMTD,2024-08-16,SOW,DOWN,ENTRY
AMTD,2024-08-26,SC,NA,IGNORE
AMTD,2024-08-29,AR,NA,IGNORE
AMTD,2025-02-06,BC,DOWN,ENTRY
AMTM,2025-03-07,SPRING,UP,ENTRY
AMTM,2025-03-11,SOW,DOWN,ENTRY
AMTM,2025-06-03,SC,NA,IGNORE
AMTM,2025-06-12,AR,NA,IGNORE
AMTM,2025-11-19,BC,DOWN,ENTRY
AMTM,2025-11-25,SOS,UP,ENTRY
AMTX,2024-03-21,SOS,UP,ENTRY
AMTX,2024-11-12,BC,DOWN,ENTRY
AMTX,2025-03-13,SOW,DOWN,ENTRY
AMTX,2025-03-17,SC,NA,IGNORE
AMTX,2025-03-27,AR,NA,IGNORE
AMTX,2025-04-07,SPRING,UP,ENTRY
AMWD,2024-02-28,SOS,UP,ENTRY
AMWD,2024-08-27,SC,NA,IGNORE
AMWD,2024-09-13,AR,NA,IGNORE
AMWD,2025-02-04,SOW,DOWN,ENTRY
AMWD,2025-08-06,BC,DOWN,ENTRY
AMWL,2025-01-21,BC,DOWN,ENTRY
AMWL,2025-02-12,SOS,UP,ENTRY
AMWL,2025-08-05,SC,NA,IGNORE
AMX,2025-04-09,SC,NA,IGNORE
AMX,2025-04-14,AR,NA,IGNORE
AMX,2025-08-22,BC,DOWN,ENTRY
AMX,2025-09-23,SOS,UP,ENTRY
AMZA,2024-01-29,SPRING,UP,ENTRY
AMZA,2024-11-06,BC,DOWN,ENTRY
AMZA,2024-11-18,SOS,UP,ENTRY
AMZA,2025-04-07,SC,NA,IGNORE
AMZA,2025-04-09,AR,NA,IGNORE
AMZD,2024-04-04,SOS,UP,ENTRY
AMZD,2024-07-11,SC,NA,IGNORE
AMZD,2024-07-15,AR,NA,IGNORE
AMZD,2024-11-01,SPRING,UP,ENTRY
AMZD,2024-11-06,SOW,DOWN,ENTRY
AMZD,2025-11-20,BC,DOWN,ENTRY
AMZN,2025-04-09,SC,NA,IGNORE
AMZP,2024-03-11,SOS,UP,ENTRY
AMZP,2024-08-02,SC,NA,IGNORE
AMZP,2024-08-07,AR,NA,IGNORE
AMZP,2025-04-04,SOW,DOWN,ENTRY
AMZP,2025-04-07,SPRING,UP,ENTRY
AMZP,2025-07-09,BC,DOWN,ENTRY
AMZU,2024-06-26,BC,DOWN,ENTRY
AMZU,2024-11-13,SOS,UP,ENTRY
AMZU,2025-04-07,SC,NA,IGNORE
AMZU,2025-04-09,AR,NA,IGNORE
AMZZ,2025-01-27,BC,DOWN,ENTRY
AMZZ,2025-04-09,SC,NA,IGNORE
AN,2024-02-08,SPRING,UP,ENTRY
AN,2025-04-07,SC,NA,IGNORE
AN,2025-04-09,AR,NA,IGNORE
AN,2025-07-02,SOS,UP,ENTRY
AN,2025-07-25,BC,DOWN,ENTRY
ANAB,2025-02-07,SOW,DOWN,ENTRY
ANAB,2025-02-12,SPRING,UP,ENTRY
ANAB,2025-09-16,SC,NA,IGNORE
ANAB,2025-09-24,AR,NA,IGNORE
ANAB,2025-11-10,BC,DOWN,ENTRY
ANEB,2024-09-20,BC,DOWN,ENTRY
ANEB,2025-12-18,SC,NA,IGNORE
ANET,2024-03-08,SOS,UP,ENTRY
ANET,2024-03-08,SOW,DOWN,ENTRY
ANET,2024-03-18,SPRING,UP,ENTRY
ANET,2024-07-31,SC,NA,IGNORE
ANET,2024-08-06,AR,NA,IGNORE
ANET,2025-09-10,BC,DOWN,ENTRY
ANEW,2025-06-25,BC,DOWN,ENTRY
ANEW,2025-08-20,SC,NA,IGNORE
ANF,2024-03-04,SOS,UP,ENTRY
ANF,2025-08-27,SC,NA,IGNORE
ANF,2025-11-25,BC,DOWN,ENTRY
ANGH,2024-03-07,SOW,DOWN,ENTRY
ANGH,2025-03-24,BC,DOWN,ENTRY
ANGH,2025-12-22,SC,NA,IGNORE
ANGH,2025-12-23,AR,NA,IGNORE
ANGI,2025-01-14,SC,NA,IGNORE
ANGI,2025-01-15,AR,NA,IGNORE
ANGI,2025-03-24,SOS,UP,ENTRY
ANGI,2025-05-07,BC,DOWN,ENTRY
ANGL,2024-04-17,SOW,DOWN,ENTRY
ANGL,2024-05-01,SPRING,UP,ENTRY
ANGL,2024-08-05,SC,NA,IGNORE
ANGL,2024-08-06,AR,NA,IGNORE
ANGO,2024-03-06,SOW,DOWN,ENTRY
ANGO,2024-10-22,SC,NA,IGNORE
ANGO,2024-10-29,AR,NA,IGNORE
ANGO,2025-01-08,SOS,UP,ENTRY
ANGO,2025-06-03,BC,DOWN,ENTRY
ANIK,2024-03-14,BC,DOWN,ENTRY
ANIK,2025-11-21,SC,NA,IGNORE
ANIP,2024-08-07,SC,NA,IGNORE
ANIP,2024-08-09,AR,NA,IGNORE
ANIP,2025-08-08,BC,DOWN,ENTRY
ANIP,2025-10-17,SOS,UP,ENTRY
ANIX,2024-03-15,SC,NA,IGNORE
ANIX,2024-03-19,AR,NA,IGNORE
ANIX,2024-06-07,SOW,DOWN,ENTRY
ANIX,2024-07-15,SPRING,UP,ENTRY
ANIX,2025-10-09,BC,DOWN,ENTRY
ANIX,2025-12-09,SOS,UP,ENTRY
ANL,2024-04-05,SOS,UP,ENTRY
ANL,2024-11-08,BC,DOWN,ENTRY
ANL,2025-04-22,SC,NA,IGNORE
ANL,2025-04-25,AR,NA,IGNORE
ANL,2025-06-02,SOW,DOWN,ENTRY
ANL,2025-09-30,SPRING,UP,ENTRY
ANNX,2024-03-04,SOS,UP,ENTRY
ANNX,2025-07-10,SPRING,UP,ENTRY
ANNX,2025-09-11,SC,NA,IGNORE
ANNX,2025-09-19,AR,NA,IGNORE
ANNX,2025-11-19,BC,DOWN,ENTRY
ANTX,2024-06-14,SOS,UP,ENTRY
ANTX,2024-08-09,SOW,DOWN,ENTRY
ANTX,2025-05-06,SPRING,UP,ENTRY
