symbol,event,direction,role,event_date,bar_index,impl
VALN,BC,DOWN,ENTRY,2025-07-23,390,kapman_v0_handwritten_structural
VALQ,SOW,DOWN,ENTRY,2024-04-01,63,kapman_v0_handwritten_structural
VALQ,SC,NA,IGNORE,2024-12-19,246,kapman_v0_handwritten_structural
VALQ,AR,NA,IGNORE,2024-12-20,247,kapman_v0_handwritten_structural
VALU,SOS,UP,ENTRY,2024-05-28,103,kapman_v0_handwritten_structural
VALU,BC,DOWN,ENTRY,2024-06-20,119,kapman_v0_handwritten_structural
VALU,SPRING,UP,ENTRY,2025-02-18,284,kapman_v0_handwritten_structural
VALU,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VALU,AR,NA,IGNORE,2025-04-28,332,kapman_v0_handwritten_structural
VALU,SOW,DOWN,ENTRY,2025-11-18,474,kapman_v0_handwritten_structural
VAMO,BC,DOWN,ENTRY,2025-10-14,449,kapman_v0_handwritten_structural
VANI,SOS,UP,ENTRY,2024-02-28,41,kapman_v0_handwritten_structural
VANI,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
VANI,AR,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VANI,BC,DOWN,ENTRY,2025-10-17,452,kapman_v0_handwritten_structural
VATE,SOW,DOWN,ENTRY,2024-03-05,45,kapman_v0_handwritten_structural
VATE,SOS,UP,ENTRY,2024-10-16,201,kapman_v0_handwritten_structural
VATE,SPRING,UP,ENTRY,2024-11-21,227,kapman_v0_handwritten_structural
VATE,SC,NA,IGNORE,2024-11-22,228,kapman_v0_handwritten_structural
VATE,AR,NA,IGNORE,2024-12-06,237,kapman_v0_handwritten_structural
VATE,BC,DOWN,ENTRY,2025-10-21,454,kapman_v0_handwritten_structural
VB,BC,DOWN,ENTRY,2024-07-16,136,kapman_v0_handwritten_structural
VB,SOS,UP,ENTRY,2024-11-05,215,kapman_v0_handwritten_structural
VB,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VBK,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VBK,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VBND,SC,NA,IGNORE,2024-12-19,246,kapman_v0_handwritten_structural
VBND,AR,NA,IGNORE,2025-01-02,254,kapman_v0_handwritten_structural
VBNK,SOW,DOWN,ENTRY,2024-06-05,108,kapman_v0_handwritten_structural
VBNK,SOS,UP,ENTRY,2024-11-07,216,kapman_v0_handwritten_structural
VBNK,SC,NA,IGNORE,2025-03-06,295,kapman_v0_handwritten_structural
VBNK,AR,NA,IGNORE,2025-03-31,312,kapman_v0_handwritten_structural
VBNK,BC,DOWN,ENTRY,2025-12-11,489,kapman_v0_handwritten_structural
VBR,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
VBR,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VC,SOS,UP,ENTRY,2024-03-05,45,kapman_v0_handwritten_structural
VC,BC,DOWN,ENTRY,2024-07-25,143,kapman_v0_handwritten_structural
VC,SC,NA,IGNORE,2025-02-03,274,kapman_v0_handwritten_structural
VC,AR,NA,IGNORE,2025-02-18,284,kapman_v0_handwritten_structural
VC,SOW,DOWN,ENTRY,2025-04-07,318,kapman_v0_handwritten_structural
VCEB,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VCEB,AR,NA,IGNORE,2025-04-23,329,kapman_v0_handwritten_structural
VCEL,BC,DOWN,ENTRY,2025-01-15,262,kapman_v0_handwritten_structural
VCEL,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VCIT,SOW,DOWN,ENTRY,2024-04-23,79,kapman_v0_handwritten_structural
VCIT,SPRING,UP,ENTRY,2024-04-25,81,kapman_v0_handwritten_structural
VCIT,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VCIT,AR,NA,IGNORE,2025-04-23,329,kapman_v0_handwritten_structural
VCLN,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VCLN,BC,DOWN,ENTRY,2025-12-11,490,kapman_v0_handwritten_structural
VCLT,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VCLT,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
VCR,BC,DOWN,ENTRY,2024-07-12,134,kapman_v0_handwritten_structural
VCR,SOS,UP,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VCRM,SC,NA,IGNORE,2025-04-09,93,kapman_v0_handwritten_structural
VCRM,AR,NA,IGNORE,2025-04-10,94,kapman_v0_handwritten_structural
VCSH,BC,DOWN,ENTRY,2025-08-01,398,kapman_v0_handwritten_structural
VCTR,SOW,DOWN,ENTRY,2024-04-15,73,kapman_v0_handwritten_structural
VCTR,BC,DOWN,ENTRY,2024-04-16,74,kapman_v0_handwritten_structural
VCTR,SPRING,UP,ENTRY,2024-04-18,76,kapman_v0_handwritten_structural
VCTR,SOS,UP,ENTRY,2024-09-17,180,kapman_v0_handwritten_structural
VCTR,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VCTR,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VCYT,SC,NA,IGNORE,2025-05-08,340,kapman_v0_handwritten_structural
VCYT,BC,DOWN,ENTRY,2025-11-05,465,kapman_v0_handwritten_structural
VCYT,SOS,UP,ENTRY,2025-11-24,478,kapman_v0_handwritten_structural
VDC,BC,DOWN,ENTRY,2024-08-02,149,kapman_v0_handwritten_structural
VDC,SOS,UP,ENTRY,2024-10-07,194,kapman_v0_handwritten_structural
VDE,SOS,UP,ENTRY,2024-04-11,71,kapman_v0_handwritten_structural
VDE,BC,DOWN,ENTRY,2024-10-01,190,kapman_v0_handwritten_structural
VDE,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VDE,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VEA,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VEA,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
VEA,BC,DOWN,ENTRY,2025-06-23,370,kapman_v0_handwritten_structural
VEA,SOS,UP,ENTRY,2025-07-23,391,kapman_v0_handwritten_structural
VECO,SOS,UP,ENTRY,2024-04-17,75,kapman_v0_handwritten_structural
VECO,BC,DOWN,ENTRY,2025-10-01,440,kapman_v0_handwritten_structural
VEEA,SOS,UP,ENTRY,2025-02-13,102,kapman_v0_handwritten_structural
VEEA,SPRING,UP,ENTRY,2025-04-28,152,kapman_v0_handwritten_structural
VEEA,SC,NA,IGNORE,2025-07-17,207,kapman_v0_handwritten_structural
VEEA,AR,NA,IGNORE,2025-07-25,213,kapman_v0_handwritten_structural
VEEA,SOW,DOWN,ENTRY,2025-08-12,225,kapman_v0_handwritten_structural
VEEA,BC,DOWN,ENTRY,2025-12-10,309,kapman_v0_handwritten_structural
VEEE,SOW,DOWN,ENTRY,2024-02-29,42,kapman_v0_handwritten_structural
VEEE,SOS,UP,ENTRY,2025-04-09,320,kapman_v0_handwritten_structural
VEEE,SC,NA,IGNORE,2025-11-17,473,kapman_v0_handwritten_structural
VEEE,AR,NA,IGNORE,2025-11-20,476,kapman_v0_handwritten_structural
VEEE,BC,DOWN,ENTRY,2025-11-28,481,kapman_v0_handwritten_structural
VEEV,SPRING,UP,ENTRY,2024-02-01,23,kapman_v0_handwritten_structural
VEEV,SOW,DOWN,ENTRY,2024-04-15,73,kapman_v0_handwritten_structural
VEEV,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VEEV,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
VEEV,BC,DOWN,ENTRY,2025-05-29,354,kapman_v0_handwritten_structural
VEEV,SOS,UP,ENTRY,2025-10-02,441,kapman_v0_handwritten_structural
VEGA,SOW,DOWN,ENTRY,2024-04-01,63,kapman_v0_handwritten_structural
VEGA,SC,NA,IGNORE,2025-02-28,292,kapman_v0_handwritten_structural
VEGA,AR,NA,IGNORE,2025-03-05,295,kapman_v0_handwritten_structural
VEGI,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
VEGI,AR,NA,IGNORE,2024-08-07,152,kapman_v0_handwritten_structural
VEGI,SOW,DOWN,ENTRY,2025-04-08,319,kapman_v0_handwritten_structural
VEGN,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VEGN,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VEL,SPRING,UP,ENTRY,2024-03-14,52,kapman_v0_handwritten_structural
VEL,SOW,DOWN,ENTRY,2024-03-25,59,kapman_v0_handwritten_structural
VEL,BC,DOWN,ENTRY,2024-12-19,246,kapman_v0_handwritten_structural
VEL,SC,NA,IGNORE,2025-03-28,312,kapman_v0_handwritten_structural
VEL,AR,NA,IGNORE,2025-03-31,313,kapman_v0_handwritten_structural
VEMY,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
VEMY,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VEMY,BC,DOWN,ENTRY,2025-11-06,466,kapman_v0_handwritten_structural
VENU,SC,NA,IGNORE,2025-04-04,86,kapman_v0_handwritten_structural
VENU,AR,NA,IGNORE,2025-04-08,88,kapman_v0_handwritten_structural
VENU,SOW,DOWN,ENTRY,2025-04-21,96,kapman_v0_handwritten_structural
VENU,SPRING,UP,ENTRY,2025-05-01,104,kapman_v0_handwritten_structural
VENU,BC,DOWN,ENTRY,2025-06-18,137,kapman_v0_handwritten_structural
VENU,SOS,UP,ENTRY,2025-08-19,179,kapman_v0_handwritten_structural
VEON,SOW,DOWN,ENTRY,2024-02-26,39,kapman_v0_handwritten_structural
VEON,SPRING,UP,ENTRY,2024-12-05,236,kapman_v0_handwritten_structural
VEON,SC,NA,IGNORE,2025-06-16,366,kapman_v0_handwritten_structural
VEON,AR,NA,IGNORE,2025-06-24,371,kapman_v0_handwritten_structural
VEON,BC,DOWN,ENTRY,2025-08-28,417,kapman_v0_handwritten_structural
VERA,SOS,UP,ENTRY,2024-04-11,71,kapman_v0_handwritten_structural
VERA,SOW,DOWN,ENTRY,2025-04-09,320,kapman_v0_handwritten_structural
VERA,SPRING,UP,ENTRY,2025-05-29,354,kapman_v0_handwritten_structural
VERA,SC,NA,IGNORE,2025-11-10,468,kapman_v0_handwritten_structural
VERA,AR,NA,IGNORE,2025-11-11,469,kapman_v0_handwritten_structural
VERA,BC,DOWN,ENTRY,2025-12-03,484,kapman_v0_handwritten_structural
VERI,SC,NA,IGNORE,2025-06-16,366,kapman_v0_handwritten_structural
VERI,AR,NA,IGNORE,2025-06-24,371,kapman_v0_handwritten_structural
VERI,BC,DOWN,ENTRY,2025-09-19,432,kapman_v0_handwritten_structural
VERI,SOS,UP,ENTRY,2025-10-15,450,kapman_v0_handwritten_structural
VERO,SOS,UP,ENTRY,2025-03-04,293,kapman_v0_handwritten_structural
VERO,BC,DOWN,ENTRY,2025-10-08,444,kapman_v0_handwritten_structural
VERS,SOW,DOWN,ENTRY,2024-04-17,75,kapman_v0_handwritten_structural
VERS,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VERS,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VERS,BC,DOWN,ENTRY,2025-10-14,449,kapman_v0_handwritten_structural
VERU,SOS,UP,ENTRY,2024-04-01,63,kapman_v0_handwritten_structural
VERU,BC,DOWN,ENTRY,2025-04-01,314,kapman_v0_handwritten_structural
VERX,SPRING,UP,ENTRY,2024-01-29,20,kapman_v0_handwritten_structural
VERX,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VERX,SOS,UP,ENTRY,2024-12-03,234,kapman_v0_handwritten_structural
VERX,SC,NA,IGNORE,2025-08-06,401,kapman_v0_handwritten_structural
VERX,AR,NA,IGNORE,2025-08-07,402,kapman_v0_handwritten_structural
VERX,SOW,DOWN,ENTRY,2025-10-29,460,kapman_v0_handwritten_structural
VET,SOS,UP,ENTRY,2024-03-07,47,kapman_v0_handwritten_structural
VET,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VET,BC,DOWN,ENTRY,2025-09-23,434,kapman_v0_handwritten_structural
VETZ,SOW,DOWN,ENTRY,2024-05-01,85,kapman_v0_handwritten_structural
VETZ,SC,NA,IGNORE,2025-01-27,269,kapman_v0_handwritten_structural
VETZ,AR,NA,IGNORE,2025-02-04,275,kapman_v0_handwritten_structural
VETZ,BC,DOWN,ENTRY,2025-06-24,371,kapman_v0_handwritten_structural
VEU,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VEU,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
VFC,BC,DOWN,ENTRY,2025-01-10,259,kapman_v0_handwritten_structural
VFF,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VFF,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VFF,BC,DOWN,ENTRY,2025-08-11,404,kapman_v0_handwritten_structural
VFF,SOS,UP,ENTRY,2025-09-29,438,kapman_v0_handwritten_structural
VFH,SOW,DOWN,ENTRY,2024-03-14,52,kapman_v0_handwritten_structural
VFH,SPRING,UP,ENTRY,2024-05-30,105,kapman_v0_handwritten_structural
VFH,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VFH,SOS,UP,ENTRY,2024-12-09,238,kapman_v0_handwritten_structural
VFH,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VFH,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VFLO,SOS,UP,ENTRY,2024-11-21,227,kapman_v0_handwritten_structural
VFLO,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
VFMF,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VFMO,SOW,DOWN,ENTRY,2024-03-05,45,kapman_v0_handwritten_structural
VFMO,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VFMO,SPRING,UP,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VFMO,SOS,UP,ENTRY,2025-08-22,413,kapman_v0_handwritten_structural
VFMO,SC,NA,IGNORE,2025-11-14,472,kapman_v0_handwritten_structural
VFMO,AR,NA,IGNORE,2025-11-21,477,kapman_v0_handwritten_structural
VFQY,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VFS,SOS,UP,ENTRY,2024-03-04,44,kapman_v0_handwritten_structural
VFS,BC,DOWN,ENTRY,2025-11-21,477,kapman_v0_handwritten_structural
VFVA,BC,DOWN,ENTRY,2024-07-16,136,kapman_v0_handwritten_structural
VFVA,SOS,UP,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VGAS,SPRING,UP,ENTRY,2024-02-12,30,kapman_v0_handwritten_structural
VGAS,BC,DOWN,ENTRY,2024-07-22,140,kapman_v0_handwritten_structural
VGAS,SOW,DOWN,ENTRY,2025-04-04,317,kapman_v0_handwritten_structural
VGAS,SC,NA,IGNORE,2025-04-10,321,kapman_v0_handwritten_structural
VGAS,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
VGK,BC,DOWN,ENTRY,2025-07-23,391,kapman_v0_handwritten_structural
VGK,SOS,UP,ENTRY,2025-08-22,413,kapman_v0_handwritten_structural
VGLT,SC,NA,IGNORE,2025-07-16,386,kapman_v0_handwritten_structural
VGLT,AR,NA,IGNORE,2025-07-29,395,kapman_v0_handwritten_structural
VGSH,BC,DOWN,ENTRY,2025-10-16,451,kapman_v0_handwritten_structural
VGSR,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VGSR,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VGT,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VGZ,BC,DOWN,ENTRY,2025-12-11,490,kapman_v0_handwritten_structural
VHC,SPRING,UP,ENTRY,2024-02-02,24,kapman_v0_handwritten_structural
VHC,SOW,DOWN,ENTRY,2024-06-18,118,kapman_v0_handwritten_structural
VHC,BC,DOWN,ENTRY,2024-12-30,252,kapman_v0_handwritten_structural
VHC,SC,NA,IGNORE,2025-04-03,316,kapman_v0_handwritten_structural
VHC,SOS,UP,ENTRY,2025-04-03,316,kapman_v0_handwritten_structural
VHC,AR,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VHI,SOW,DOWN,ENTRY,2024-03-07,47,kapman_v0_handwritten_structural
VHI,SPRING,UP,ENTRY,2024-03-11,49,kapman_v0_handwritten_structural
VHI,SC,NA,IGNORE,2024-07-22,140,kapman_v0_handwritten_structural
VHI,AR,NA,IGNORE,2024-07-24,142,kapman_v0_handwritten_structural
VHI,SOS,UP,ENTRY,2024-08-12,155,kapman_v0_handwritten_structural
VHI,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
VHT,BC,DOWN,ENTRY,2024-08-02,149,kapman_v0_handwritten_structural
VHT,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VHT,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
VHT,SOS,UP,ENTRY,2025-11-11,469,kapman_v0_handwritten_structural
VIAV,SC,NA,IGNORE,2025-05-02,336,kapman_v0_handwritten_structural
VIAV,BC,DOWN,ENTRY,2025-10-30,461,kapman_v0_handwritten_structural
VIAV,SOS,UP,ENTRY,2025-12-05,486,kapman_v0_handwritten_structural
VICI,BC,DOWN,ENTRY,2025-02-24,288,kapman_v0_handwritten_structural
VICI,SOS,UP,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
VICR,SPRING,UP,ENTRY,2024-04-25,81,kapman_v0_handwritten_structural
VICR,SC,NA,IGNORE,2024-06-26,123,kapman_v0_handwritten_structural
VICR,AR,NA,IGNORE,2024-07-16,136,kapman_v0_handwritten_structural
VICR,BC,DOWN,ENTRY,2025-10-23,456,kapman_v0_handwritten_structural
VICR,SOS,UP,ENTRY,2025-12-22,497,kapman_v0_handwritten_structural
VIDI,SC,NA,IGNORE,2025-01-02,254,kapman_v0_handwritten_structural
VIG,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VIG,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VIGI,SOW,DOWN,ENTRY,2024-04-12,72,kapman_v0_handwritten_structural
VIGI,SC,NA,IGNORE,2024-12-20,247,kapman_v0_handwritten_structural
VIGI,AR,NA,IGNORE,2024-12-23,248,kapman_v0_handwritten_structural
VIGI,SPRING,UP,ENTRY,2025-04-09,320,kapman_v0_handwritten_structural
VIK,BC,DOWN,ENTRY,2025-11-19,390,kapman_v0_handwritten_structural
VIK,SOS,UP,ENTRY,2025-12-19,411,kapman_v0_handwritten_structural
VINP,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
VINP,AR,NA,IGNORE,2024-08-12,155,kapman_v0_handwritten_structural
VINP,SOW,DOWN,ENTRY,2024-09-26,187,kapman_v0_handwritten_structural
VINP,SPRING,UP,ENTRY,2025-07-10,382,kapman_v0_handwritten_structural
VINP,BC,DOWN,ENTRY,2025-10-13,448,kapman_v0_handwritten_structural
VIOG,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VIOO,BC,DOWN,ENTRY,2024-07-16,136,kapman_v0_handwritten_structural
VIOO,SOS,UP,ENTRY,2024-07-31,147,kapman_v0_handwritten_structural
VIOO,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
VIOO,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VIOT,BC,DOWN,ENTRY,2025-07-07,379,kapman_v0_handwritten_structural
VIOT,SOS,UP,ENTRY,2025-07-15,385,kapman_v0_handwritten_structural
VIOT,SC,NA,IGNORE,2025-10-24,457,kapman_v0_handwritten_structural
VIOV,SOS,UP,ENTRY,2024-07-16,136,kapman_v0_handwritten_structural
VIOV,BC,DOWN,ENTRY,2024-08-05,150,kapman_v0_handwritten_structural
VIOV,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VIPS,SC,NA,IGNORE,2024-08-21,162,kapman_v0_handwritten_structural
VIPS,BC,DOWN,ENTRY,2025-10-01,440,kapman_v0_handwritten_structural
VIR,SOS,UP,ENTRY,2024-03-19,55,kapman_v0_handwritten_structural
VIR,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VIR,BC,DOWN,ENTRY,2025-12-04,485,kapman_v0_handwritten_structural
VIRC,SOS,UP,ENTRY,2024-04-12,72,kapman_v0_handwritten_structural
VIRC,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VIRC,BC,DOWN,ENTRY,2025-04-14,323,kapman_v0_handwritten_structural
VIRT,BC,DOWN,ENTRY,2025-07-30,396,kapman_v0_handwritten_structural
VIS,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VIS,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VIS,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VIS,SOS,UP,ENTRY,2025-07-16,386,kapman_v0_handwritten_structural
VIST,SPRING,UP,ENTRY,2024-02-14,32,kapman_v0_handwritten_structural
VIST,SOS,UP,ENTRY,2024-10-25,208,kapman_v0_handwritten_structural
VIST,SC,NA,IGNORE,2025-09-08,423,kapman_v0_handwritten_structural
VIST,AR,NA,IGNORE,2025-09-22,433,kapman_v0_handwritten_structural
VIST,BC,DOWN,ENTRY,2025-10-23,456,kapman_v0_handwritten_structural
VITL,BC,DOWN,ENTRY,2025-08-07,402,kapman_v0_handwritten_structural
VITL,SC,NA,IGNORE,2025-11-04,464,kapman_v0_handwritten_structural
VIV,SC,NA,IGNORE,2024-12-11,240,kapman_v0_handwritten_structural
VIV,BC,DOWN,ENTRY,2025-05-13,343,kapman_v0_handwritten_structural
VIV,SOS,UP,ENTRY,2025-06-30,375,kapman_v0_handwritten_structural
VIVK,BC,DOWN,ENTRY,2024-07-02,127,kapman_v0_handwritten_structural
VIVK,SC,NA,IGNORE,2025-09-30,439,kapman_v0_handwritten_structural
VIVK,AR,NA,IGNORE,2025-10-15,450,kapman_v0_handwritten_structural
VIXM,SOS,UP,ENTRY,2024-08-05,150,kapman_v0_handwritten_structural
VIXM,BC,DOWN,ENTRY,2025-11-20,476,kapman_v0_handwritten_structural
VIXY,SPRING,UP,ENTRY,2024-07-15,135,kapman_v0_handwritten_structural
VIXY,SC,NA,IGNORE,2024-07-18,138,kapman_v0_handwritten_structural
VIXY,AR,NA,IGNORE,2024-07-19,139,kapman_v0_handwritten_structural
VIXY,SOS,UP,ENTRY,2024-11-07,217,kapman_v0_handwritten_structural
VIXY,BC,DOWN,ENTRY,2025-11-20,476,kapman_v0_handwritten_structural
VKTX,SPRING,UP,ENTRY,2024-02-01,23,kapman_v0_handwritten_structural
VKTX,SOS,UP,ENTRY,2024-02-27,40,kapman_v0_handwritten_structural
VKTX,SC,NA,IGNORE,2025-02-21,287,kapman_v0_handwritten_structural
VKTX,AR,NA,IGNORE,2025-03-04,294,kapman_v0_handwritten_structural
VKTX,SOW,DOWN,ENTRY,2025-04-09,320,kapman_v0_handwritten_structural
VKTX,BC,DOWN,ENTRY,2025-08-07,402,kapman_v0_handwritten_structural
VLGEA,SOS,UP,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
VLGEA,BC,DOWN,ENTRY,2025-01-08,258,kapman_v0_handwritten_structural
VLLU,SOW,DOWN,ENTRY,2024-12-19,74,kapman_v0_handwritten_structural
VLLU,SC,NA,IGNORE,2025-01-08,86,kapman_v0_handwritten_structural
VLLU,AR,NA,IGNORE,2025-01-16,91,kapman_v0_handwritten_structural
VLLU,BC,DOWN,ENTRY,2025-09-09,252,kapman_v0_handwritten_structural
VLLU,SOS,UP,ENTRY,2025-11-26,308,kapman_v0_handwritten_structural
VLN,SOS,UP,ENTRY,2024-06-06,110,kapman_v0_handwritten_structural
VLN,BC,DOWN,ENTRY,2024-12-30,252,kapman_v0_handwritten_structural
VLN,SC,NA,IGNORE,2025-11-11,469,kapman_v0_handwritten_structural
VLN,AR,NA,IGNORE,2025-11-21,477,kapman_v0_handwritten_structural
VLO,SOS,UP,ENTRY,2024-02-26,39,kapman_v0_handwritten_structural
VLO,BC,DOWN,ENTRY,2025-01-13,260,kapman_v0_handwritten_structural
VLO,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VLRS,SOS,UP,ENTRY,2024-02-27,40,kapman_v0_handwritten_structural
VLRS,SC,NA,IGNORE,2024-07-23,141,kapman_v0_handwritten_structural
VLRS,AR,NA,IGNORE,2024-07-25,143,kapman_v0_handwritten_structural
VLRS,SOW,DOWN,ENTRY,2024-08-05,150,kapman_v0_handwritten_structural
VLRS,SPRING,UP,ENTRY,2024-09-05,172,kapman_v0_handwritten_structural
VLRS,BC,DOWN,ENTRY,2025-07-22,390,kapman_v0_handwritten_structural
VLTO,SOW,DOWN,ENTRY,2024-04-11,71,kapman_v0_handwritten_structural
VLTO,SPRING,UP,ENTRY,2025-04-30,334,kapman_v0_handwritten_structural
VLTO,SC,NA,IGNORE,2025-10-29,460,kapman_v0_handwritten_structural
VLTO,AR,NA,IGNORE,2025-11-25,479,kapman_v0_handwritten_structural
VLU,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
VLU,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
VLY,SOW,DOWN,ENTRY,2024-03-06,46,kapman_v0_handwritten_structural
VLY,SPRING,UP,ENTRY,2024-11-08,218,kapman_v0_handwritten_structural
VLY,SOS,UP,ENTRY,2024-11-08,218,kapman_v0_handwritten_structural
VLY,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
VLY,SC,NA,IGNORE,2025-10-23,456,kapman_v0_handwritten_structural
VLY,AR,NA,IGNORE,2025-10-24,457,kapman_v0_handwritten_structural
VMAR,SOS,UP,ENTRY,2024-05-09,91,kapman_v0_handwritten_structural
VMAR,BC,DOWN,ENTRY,2024-06-28,125,kapman_v0_handwritten_structural
VMAR,SC,NA,IGNORE,2025-12-16,493,kapman_v0_handwritten_structural
VMAX,BC,DOWN,ENTRY,2024-08-19,160,kapman_v0_handwritten_structural
VMAX,SOS,UP,ENTRY,2024-11-14,222,kapman_v0_handwritten_structural
VMAX,SC,NA,IGNORE,2025-04-24,330,kapman_v0_handwritten_structural
VMAX,AR,NA,IGNORE,2025-05-15,345,kapman_v0_handwritten_structural
VMC,SOW,DOWN,ENTRY,2024-03-08,48,kapman_v0_handwritten_structural
VMC,BC,DOWN,ENTRY,2025-07-31,397,kapman_v0_handwritten_structural
VMC,SPRING,UP,ENTRY,2025-07-31,397,kapman_v0_handwritten_structural
VMC,SOS,UP,ENTRY,2025-09-18,431,kapman_v0_handwritten_structural
VMC,SC,NA,IGNORE,2025-10-30,461,kapman_v0_handwritten_structural
VMC,AR,NA,IGNORE,2025-11-04,464,kapman_v0_handwritten_structural
VMD,SPRING,UP,ENTRY,2024-05-31,106,kapman_v0_handwritten_structural
VMD,SOW,DOWN,ENTRY,2024-06-25,122,kapman_v0_handwritten_structural
VMD,SC,NA,IGNORE,2025-03-11,299,kapman_v0_handwritten_structural
VMD,AR,NA,IGNORE,2025-03-12,300,kapman_v0_handwritten_structural
VMD,BC,DOWN,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
VMI,BC,DOWN,ENTRY,2025-10-21,454,kapman_v0_handwritten_structural
VNAM,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
